,isbn,ratings_count,reviews_count,text_reviews_count,work_ratings_count,work_reviews_count,work_text_reviews_count,average_rating
0,1476710813,11,18,5,5705,13927,894,4.04
0,0446565849,8,10,2,9403,17773,1404,3.1
0,1476759596,102,142,34,68210,135334,6401,4.11
0,034554594X,41,101,17,11641,27709,1445,3.85
0,1460334574,41,56,11,5939,12455,486,4.0
0,0345548493,225,436,20,26467,42267,1344,4.28
0,0698146638,19,30,5,14073,27342,1549,3.78
0,0679604235,14,48,2,4774,8987,667,3.61
0,1460332954,31,46,3,5998,12798,513,4.05
0,1451640269,8,23,2,3033,6188,267,4.15
0,0062135287,14,30,4,8013,15627,698,4.15
0,1451628315,6790,11767,1098,7924,13566,1175,4.31
0,1476775958,58,69,17,30405,58785,1927,4.22
0,1476709203,5,12,1,3295,6216,322,3.96
0,1460331184,41,55,6,6095,12385,527,4.12
0,1460331222,9,16,1,9336,21297,720,4.31
0,0062066293,31,100,3,1697,3331,176,3.69
0,0062088246,44,75,12,23352,45699,3280,3.86
0,0345549864,7,13,1,7647,15270,823,4.02
0,142689807X,16,35,2,4057,6965,296,4.51
0,0804170711,139,219,37,41800,84472,4794,3.99
0,1460328612,3,9,0,8304,15941,766,3.83
0,1466842032,7,11,3,15643,33489,1661,3.62
0,006209808X,207,302,58,156003,275463,15384,3.68
0,038553826X,827,1806,118,31779,56388,2591,3.98
0,1455599506,19,46,4,17319,42883,2246,3.39
0,1459245997,15254,31053,723,17737,34835,822,3.86
0,0698150171,8,18,3,9547,16796,767,4.21
0,0989450244,24,47,4,40682,66356,3534,4.55
0,0062300156,99,161,22,25755,42677,1807,4.43
0,1476756562,214,293,67,35569,64368,2547,4.15
0,0758280394,32,52,9,7889,16851,928,3.59
0,0062078097,33,69,9,7378,14705,524,4.15
0,1455521140,194,339,51,7344,14056,729,4.16
0,0345807162,46,76,11,41265,66682,2638,3.72
0,0062207520,95,182,25,56263,155665,5393,3.76
0,1460325273,4,12,1,1900,5294,179,3.92
0,1429949031,9,27,2,51080,81193,3221,4.07
0,1451636946,227,384,52,157611,286891,8134,3.82
0,0062110853,212,367,74,98454,230299,12667,4.1
0,0062302396,95,135,15,31106,52186,2341,4.21
0,006219934X,12,50,2,19425,35153,1088,4.34
0,1460323769,13,20,4,2041,4736,201,3.93
0,1476759553,144,200,39,55721,100676,3472,4.03
0,0804180423,27,47,4,15301,28724,597,4.14
0,1476751749,80,115,17,26805,51467,1449,4.21
0,1455549010,91,144,28,36098,79389,3088,4.01
0,0804178615,892,1548,141,5324,9884,302,3.83
0,1476751412,149,209,43,54625,93087,3672,4.33
0,0062072935,70,114,27,15120,25225,1336,3.94
0,1460320891,17,29,5,2374,5333,188,3.89
0,1455574902,48,87,12,13146,32441,850,4.08
0,0345464249,101,180,22,49313,98029,2623,4.02
0,0307960501,16,29,5,34207,60195,2644,4.23
0,0345545524,69,114,24,14077,28706,1909,3.79
0,0385351402,242,473,83,181966,340044,23111,3.43
0,1455576662,21,53,8,7239,16892,1404,3.46
0,1476756538,88,105,26,40394,69446,2788,4.24
0,140130592X,57,132,8,9471,21522,741,3.97
0,1594204233,9113,26122,1227,10660,29393,1404,3.58
0,1420127950,1,3,0,2831,6328,250,3.72
0,1466834706,58,93,11,50886,85502,5465,4.44
0,1460318064,14,26,5,2243,4869,197,4.0
0,0679643915,146,268,61,77333,185812,10408,3.79
0,1620401401,120,229,52,55925,158992,8201,3.76
0,1466826274,37,75,13,11071,25429,752,3.84
0,1459245954,20891,43290,1191,23777,47662,1307,3.94
0,0345545850,36237,58397,1445,41229,66267,1642,4.23
0,1460316487,47,65,12,8325,15664,678,4.15
0,1460316495,40,55,14,13735,27793,971,4.18
0,1451626150,39,96,12,36342,87604,2920,3.9
0,125002000X,11,21,2,5900,12399,417,4.1
0,1429901349,384,572,32,160512,249932,4723,3.85
0,1476751722,136,206,23,38450,67043,1944,3.91
0,1455578355,72,103,19,76045,111067,4073,4.4
0,1476713359,116,158,32,24235,39972,1709,4.3
0,0062194917,79,173,12,18435,31393,1166,4.1
0,1460315154,7029,12109,421,8293,14689,524,4.14
0,0345526562,45,81,10,12120,22069,1117,3.97
0,0345535693,35,80,5,19929,41179,1604,4.04
0,1420106341,19,42,7,10932,29573,648,4.04
0,1451628293,7624,12912,924,8701,14925,976,4.18
0,0670014893,381,1044,68,9734,17552,1173,3.77
0,0547548796,169,241,28,34233,60516,3390,3.67
0,0062204106,21,45,7,284716,455720,13718,4.23
0,1476746540,238,375,78,70802,137485,6255,4.14
0,0812993853,216,371,54,80707,147596,6113,3.43
0,0385535317,35,95,15,20354,57368,2453,4.0
0,1250019974,21,43,8,7531,16359,480,4.03
0,1476731543,198,300,49,71838,116548,3830,4.2
0,0316221252,45,114,16,9523,17827,1012,4.17
0,0345533534,40,87,15,10447,22499,1166,3.98
0,0062075837,171,238,50,36783,57906,2517,4.28
0,0446557633,14,34,5,6593,13194,1101,3.36
0,0345538897,125,226,38,13549,24018,1146,4.07
0,1476718210,240,338,48,75890,121134,5423,4.41
0,1451647042,30,99,6,10733,25485,967,4.2
0,0062078127,48,79,15,9661,18312,627,4.26
0,1250011019,2,5,0,4876,8716,467,3.84
0,145551053X,61,153,12,21995,36124,1688,4.02
0,0345545370,316,685,75,18718,56037,935,4.27
0,0385536836,37,60,8,45963,89537,5990,3.42
0,1476717532,728,1207,41,26098,44474,1322,3.94
0,0759528330,71,132,9,45124,67632,2136,4.03
0,1459244370,7757,14007,528,10115,18673,658,4.25
0,1451647026,10,24,4,10297,21182,1190,4.05
0,0316214582,20,75,5,8455,17396,1206,3.28
0,0345534891,245,473,56,86803,146927,7690,4.01
0,143916309X,58,117,15,133923,270048,14339,4.14
0,145924124X,54,92,16,7912,13753,479,4.09
0,0345531590,58,119,22,4898,7992,283,4.04
0,1401304729,69,110,11,13265,28706,1176,3.99
0,0061493341,17514,41407,2826,19899,47107,3151,3.38
0,1476718989,110,163,27,44805,68886,1884,4.25
0,1594487367,81070,184021,6826,89177,197155,7548,3.75
0,1250015278,68,104,16,46324,78380,5103,4.19
0,0345523490,27,131,4,7291,18307,544,4.04
0,1451626142,36,53,7,38213,86153,2849,3.97
0,1250014271,63,98,20,11917,20643,1263,3.94
0,0758279590,13,24,5,7699,18878,908,3.79
0,1459234537,49,64,8,10347,17706,512,4.15
0,0062132385,28,49,11,6071,10834,520,4.05
0,1451648154,9,19,2,6992,11570,836,4.17
0,0310333644,1,9,0,5493,11043,546,4.39
0,0062096273,266,365,81,58297,103057,3998,4.22
0,1459233174,47,69,9,9517,16448,452,4.11
0,0345536770,18,24,6,5848,12903,147,4.19
0,0679604227,25,39,13,7231,13555,1170,3.63
0,0062194860,121,211,22,11610,21141,1219,3.87
0,1466802634,99,154,19,19439,35243,1558,3.94
0,0062072919,145,228,38,17244,28560,1341,3.85
0,0062069136,55,122,18,9693,15129,622,3.78
0,1459230043,37,68,13,4630,8357,334,4.05
0,0805090037,115,239,12,70181,155192,7543,4.28
0,1451628188,9291,14685,1142,10558,16828,1211,4.24
0,0062119370,42,73,7,11690,20223,648,4.24
0,1429952938,20,80,7,5754,11067,449,3.95
0,1429942320,21,42,5,17436,31189,1939,3.58
0,0061779741,24173,49976,2949,30011,60835,3599,3.79
0,0307378403,11342,19802,1580,13742,23470,1775,4.11
0,0062098063,74,131,28,75077,136629,8296,3.99
0,0310427592,6,20,1,6835,12819,413,4.28
0,1459225651,8008,13365,455,9012,15242,549,4.22
0,0345509226,199,440,18,4792,8041,239,4.03
0,1459222830,103,143,29,24425,43335,1253,4.34
0,1429938374,88,150,29,14413,24289,1888,3.87
0,0062101021,154,242,35,34183,53558,1941,4.38
0,1451628625,3559,5973,309,4491,8030,387,3.99
0,0062066226,27,45,8,5236,9344,355,4.12
0,0345529294,111,205,26,18506,31926,1092,4.37
0,1451642490,17,33,5,5796,9940,405,4.13
0,0316209554,18,48,5,2104,3406,274,3.74
0,0061807583,56,100,15,11020,22018,1209,3.51
0,0062097113,17,53,2,22083,39744,983,4.29
0,1429951133,4,24,3,7420,12290,935,3.86
0,1439177023,130,172,43,39639,59573,2527,4.42
0,0446564354,20,49,3,9945,17056,783,3.76
0,0061738093,233,346,53,449410,692690,38833,4.21
0,0345511344,11247,19971,797,14070,25284,1000,3.95
0,1429994894,195,325,49,133258,225932,7965,4.21
0,1426834101,4303,8223,206,5251,10068,259,3.85
0,1451628005,6572,12650,907,7140,13521,962,4.17
0,1599952602,95,152,22,11838,20211,1079,3.76
0,1439187207,3372,5785,433,3684,6268,456,4.0
0,0062066048,45,66,11,26913,44799,2186,3.69
0,0307957330,258,442,75,146378,255420,15921,3.73
0,141656392X,72,182,13,63891,152317,3704,4.0
0,0062011847,1095,1846,81,47597,75705,2752,4.15
0,1439172803,1635,2791,188,2132,3702,235,3.56
0,1451643144,6,14,2,4452,6976,573,3.96
0,0061977969,43413,77225,4207,51070,92606,4951,3.97
0,1599951193,11,17,2,6398,14090,392,4.32
0,0399157840,284,578,64,10324,15198,579,4.08
0,1429962232,29,49,9,3611,7481,282,4.03
0,0345526295,132,200,41,8638,13536,666,3.76
0,0765327724,666,1316,50,18944,38022,978,3.68
0,044033991X,214,314,34,20201,32271,1017,4.29
0,031042755X,19,48,4,7413,13517,296,4.28
0,0345528220,117,197,21,39099,65282,1900,4.2
0,0061961272,8128,13995,706,8856,15318,769,3.88
0,0679605096,310,630,48,33592,62634,4069,3.9
0,0425241130,23610,40812,1213,27390,47882,1615,3.94
0,0062079530,373,574,68,33755,60388,2165,3.94
0,0373775806,3316,5400,160,3708,6164,184,4.17
0,0553593684,7335,15333,483,8832,17835,567,3.95
0,0345509102,213,445,6,4645,7630,152,3.89
0,1455504394,2140,6184,188,5765,14035,276,3.71
0,0515149330,444,1119,59,6485,12641,299,4.32
0,0778329798,4502,8714,225,5394,10709,272,4.09
0,0062079166,77,122,18,15449,23260,720,3.99
0,1429920165,77,138,13,13484,24354,767,4.1
0,1420122487,14,34,4,2781,6196,142,4.18
0,0307593495,10618,16153,995,14324,22571,1393,3.99
0,030737839X,12007,19875,1483,14720,24038,1729,4.08
0,0310266289,15594,29451,474,16608,31361,540,4.24
0,0385343833,76145,147789,8966,88747,171943,10717,3.4
0,1429985356,38,61,3,6916,11681,296,4.24
0,0061138061,39121,56380,1659,43614,63062,1865,4.45
0,044656432X,15686,24817,1160,18174,29812,1400,3.63
0,0062065793,414,536,49,56748,81408,2456,4.28
0,0345512502,690,980,180,261111,418852,20565,4.02
0,141656389X,18,38,4,4993,8608,398,3.92
0,1101987995,260,650,26,19614,35627,1574,4.42
0,0440337976,3259,4415,722,603331,969334,53641,4.17
0,0553391860,151,983,24,11551,24725,1132,4.14
0,1455589918,208,501,14,34676,65190,3076,4.06
0,0373789947,92,616,17,1660,4205,180,3.95
0,1101904232,387,677,135,252106,568051,31302,4.1
0,1943772711,22,31,7,21142,38812,1687,4.47
0,0316387835,3194,12658,644,69885,163547,8622,3.72
0,1946136034,11,21,4,2166,4643,217,4.5
0,0062225553,23173,92767,2938,29273,109909,3402,3.81
0,0316217638,96,129,19,43806,82818,2474,4.22
0,0316319996,9,13,2,3412,6704,335,3.52
0,0399575510,3000,6983,298,5893,12324,392,4.0
0,1250022126,66,136,10,42959,86355,4821,4.41
0,0062436686,540,2575,81,14635,31830,1516,3.58
0,0345542975,357,1186,46,46088,82341,4400,3.95
0,1501108581,455,1781,68,10109,22605,963,3.95
0,1594203989,927,5322,101,57000,146393,5344,3.57
0,1942832036,7258,16470,948,9810,20629,1269,4.15
0,1101883855,149,312,19,5262,10318,449,4.15
0,1476783489,486,864,51,15404,28367,816,4.32
0,1101972971,213,1011,40,464526,788088,37020,3.85
0,0062491814,75,112,22,140497,307633,13358,3.82
0,1250083257,1723,3643,207,54643,141713,6131,3.77
0,1455524158,209,444,14,45928,74918,3344,4.25
0,0997263636,10846,22955,1323,13564,28609,1735,4.1
0,1455536911,542,2137,87,13645,25536,1308,3.96
0,0062425471,17,27,7,10605,24931,1065,4.01
0,1451681763,306,542,58,393051,724166,34703,4.03
0,0812997840,31,74,13,16676,45707,2769,3.75
0,0316403431,49738,104370,6589,59344,122862,7457,3.18
0,1250075580,7512,17790,888,8756,20366,1052,3.94
0,1501128000,10492,25051,932,12995,29904,1264,4.19
0,0385349750,18,25,2,17416,31091,2180,3.82
0,1466867507,12131,23548,993,25890,44494,1425,4.17
0,1250010721,42,89,12,62368,127962,6017,3.95
0,0062349058,79,108,14,13315,24537,1648,4.08
0,0062448056,0,1,0,6780,13369,992,3.92
0,0062430238,29,57,2,42122,105615,3017,4.1
0,0399183973,2954,6083,309,5713,10795,408,4.01
0,0553393480,616,2039,93,65601,109758,6065,3.74
0,0425285375,10,20,1,7984,16052,578,3.91
0,1455581232,24,44,6,22006,47873,1686,3.95
0,0143130153,2795,4536,308,1132114,1878101,82559,4.26
0,1476749280,2942,5428,400,4626,8608,502,4.1
0,0062325426,385,1149,61,17452,38725,1678,3.62
0,0143108867,48207,116036,2426,291867,583313,23025,3.73
0,1101946628,49,90,8,59948,151032,7553,4.08
0,0061980242,995,1684,40,270675,398027,10195,4.01
0,0062320246,5,16,1,27499,50831,2183,4.32
0,1501110373,659,1220,160,205534,485746,26935,4.4
0,0345546938,14,24,3,44312,102049,3294,3.6
0,1455561800,10,33,5,113553,232959,12075,3.72
0,0316360597,27,46,5,9469,22636,669,3.98
0,1476789371,6132,11301,441,11765,20697,638,4.21
0,1101966947,23,41,6,11755,24851,1172,3.73
0,0316375152,21,42,3,35049,71825,2570,3.75
0,0759525781,138,245,19,62662,94496,2311,4.09
0,0061796786,29,59,5,20437,37452,2347,3.55
0,1940941776,11,17,3,12273,26228,1683,4.03
0,0062573063,1053,2200,147,2195,4050,193,3.83
0,0316317144,5707,14776,656,9131,21266,844,3.91
0,006244803X,6218,13819,727,8302,19429,1010,3.88
0,0373789831,1563,3751,213,2380,5912,259,4.14
0,031629005X,15,28,2,29893,60065,1991,4.1
0,125008282X,28,48,8,5370,15658,595,4.55
0,0399175962,243,511,22,6422,11759,418,4.26
0,0515154121,135,315,12,28920,48355,2303,3.94
0,0743288785,10592,37924,2180,14496,47051,2537,3.79
0,0062371851,455,823,87,23538,40696,2420,4.09
0,0062347276,449,2378,78,44708,137240,4945,4.21
0,0062390759,6539,15604,891,9103,20727,995,3.38
0,1101902574,5503,17400,1014,7226,21950,1217,3.69
0,1101967064,13,17,1,7920,17906,681,3.65
0,0345449436,21,40,6,131543,246963,4261,4.09
0,0062200631,19718,62331,3352,50165,127447,6825,3.9
0,1942295502,1256,2587,190,2367,5217,285,4.46
0,110187595X,46,70,15,54671,130779,6193,3.29
0,1466870931,4,19,2,4642,9262,760,3.57
0,0062328972,7,22,5,2829,5301,220,3.84
0,0399574336,15,23,8,5451,10747,736,3.71
0,0812997611,99,150,32,74980,164820,10439,3.61
0,1455584983,196,414,14,31496,60403,2038,4.05
0,0062277022,14972,45951,2366,19163,54638,2760,3.88
0,0345543068,36384,62812,3388,44718,77651,4111,3.81
0,1101598832,10076,21084,1059,15536,31216,1467,4.09
0,1501130447,7054,13554,836,10254,19799,1016,3.73
0,0062319183,20,56,13,4241,11871,243,3.6
0,1401686311,26,53,3,34441,82422,2539,3.86
0,1459294033,5,13,2,1270,3738,153,3.81
0,0804178798,536,1067,50,58681,96795,4287,3.98
0,0062135309,16,45,4,4707,10194,411,4.19
0,0812996089,16747,41491,2502,22382,52513,2811,3.87
0,0385541929,101,289,16,6886,14482,360,3.98
0,0804177910,27,43,13,7656,16335,1196,4.15
0,0062388150,60,103,15,21415,49010,2189,3.9
0,1617734616,49,264,3,2798,8551,286,4.04
0,0804179662,3518,7871,377,7812,15139,586,3.92
0,006242226X,10,17,2,5546,8865,262,3.87
0,0316098329,7729,14992,1079,708813,1172651,47031,4.06
0,1455559806,386,748,35,106895,188900,6377,4.07
0,0698180917,140,172,33,37818,70492,2955,4.38
0,1609450787,976,1701,68,194798,395008,18070,3.96
0,1101990465,59,104,19,89475,189409,8788,3.5
0,069840422X,27,62,9,40057,78663,3257,4.14
0,1501131222,43,69,11,10995,25687,807,3.98
0,0553391925,9978,21236,1435,14070,31379,1698,3.9
0,0062328948,21,63,3,3828,7008,267,3.85
0,0316288721,7,17,1,14735,27556,870,4.01
0,1420136046,3,6,2,2016,5701,143,3.84
0,0345541413,227,652,22,10232,19046,853,3.92
0,0451414136,649,1718,94,66307,130891,5234,3.88
0,1459295498,6,14,4,1107,2874,52,3.79
0,0062008676,409,631,91,93541,169939,6244,3.75
0,0345539753,236,585,47,27820,80274,3401,3.6
0,1420139010,14,31,3,2013,4725,232,4.04
0,1466849622,26,51,6,13465,32953,1386,3.66
0,0307460207,15119,40017,1676,21392,54489,2212,3.96
0,1466886153,96,137,48,17131,31573,1872,4.34
0,0451418352,1504,3804,295,2096,5247,328,3.97
0,0385538901,15,22,4,26663,56886,3370,3.69
0,1614177821,1,6,0,421,1834,30,3.8
0,0062435159,19,65,1,4208,6899,249,3.93
0,0062379399,196,413,34,15845,29922,1825,3.95
0,0698410610,18,36,4,8197,16317,452,4.18
0,1594634475,92518,222260,11827,112791,258032,13452,3.57
0,0345533488,42082,75816,3213,62480,111767,4730,4.21
0,0345531035,165,342,27,4685,9437,400,3.86
0,0547572484,4412,7919,622,171023,371886,11520,3.61
0,1451650043,65,78,19,13977,26877,1392,4.31
0,146034278X,11,29,5,5827,11257,256,3.84
0,0399174117,3078,6270,315,5563,10366,408,4.02
0,1501117009,26,73,7,59679,120768,6602,3.82
0,1466890401,13,56,3,6563,16470,468,4.05
0,1453206361,0,0,0,7703,15848,553,3.77
0,1466840951,26,42,3,5827,13972,435,4.43
0,1466870036,7,28,2,2047,5719,169,4.3
0,0812998685,30984,69647,4393,50548,107868,6603,3.81
0,1420136666,3,7,0,929,3126,131,3.59
0,0061938742,290,400,57,40791,66859,4213,3.45
0,0345543254,811,2484,127,81204,133382,8552,3.58
0,0062319213,6,16,2,10905,23515,1563,3.52
0,0316261122,14,18,2,23679,48508,1793,3.79
0,0778317668,1764,5729,158,2857,8127,207,4.11
0,0399167455,7118,14349,1286,10131,19844,1524,4.2
0,1101946342,102687,215986,8849,142567,277844,11328,3.79
0,146039092X,30,62,4,4760,10770,590,4.1
0,0553906542,334,628,97,53920,96710,6469,3.97
0,0345543181,31,55,12,16840,31795,1455,4.04
0,1466851899,22,54,0,13081,24456,1047,3.94
0,1476777950,76,103,20,15981,33300,1506,4.0
0,0778317498,3993,8704,356,5896,12297,471,4.08
0,080417749X,16,39,9,11102,23044,1328,3.62
0,1460384067,7,11,0,3554,8048,409,4.16
0,0061779784,12076,24490,1450,15373,31056,1719,3.95
0,0062349031,15502,27258,2177,20425,34876,2740,3.95
0,1476789657,122,185,42,140358,280733,11840,3.5
0,0307459926,564,856,166,570952,1087531,35400,3.93
0,0316334502,19,30,5,49414,95214,3659,3.73
0,0062320157,29,50,6,22990,42812,1625,4.19
0,1451693613,28,54,9,49868,125543,4550,3.89
0,0316408735,6,15,0,10361,21203,809,3.75
0,0062418483,37,87,9,2780,5461,194,3.87
0,0316097438,26,92,5,40767,69296,5103,3.49
0,1101875054,156,498,30,61369,145089,7104,3.53
0,1250020557,8,31,2,3784,9546,302,4.17
0,1501100130,37383,62483,4592,110144,214695,9620,4.04
0,1501101579,74,126,18,19838,35606,1629,4.1
0,1101612983,3,6,0,21973,41447,1272,3.68
0,1476749132,6,13,1,10177,18258,987,3.62
0,145558231X,6,12,2,15356,26249,1454,3.89
0,1466847743,15,36,5,16049,40341,1559,3.65
0,1466848901,62,221,13,2951,7112,311,4.06
0,0062132563,6718,15618,969,9141,21066,1105,3.59
0,1101886773,11917,21403,1050,14156,24726,1219,4.2
0,0345542932,462,873,55,50800,87606,4523,3.85
0,1476793751,18,40,5,18459,37293,1286,4.2
0,1416563911,566,881,57,154127,281630,7180,3.93
0,0062190377,5947,30912,832,92220,217169,10250,3.99
0,006231114X,22,32,6,19533,41345,2009,4.22
0,031634155X,37,73,11,47796,126655,6277,3.94
0,0345544943,1595,3327,195,139692,254771,15498,3.97
0,0307594173,17830,45786,2488,23504,59297,3270,3.75
0,0812997891,14,29,1,72863,170073,8442,3.66
0,0316055441,3835,8229,487,710866,1392277,60413,3.92
0,0316284564,4,22,0,16608,29966,996,4.07
0,1101874287,86,168,31,81562,170799,9613,3.42
0,1466867833,49,99,16,5086,11204,401,4.23
0,0345495306,186,291,23,38121,59220,1726,4.02
0,1940499194,0,0,0,1399,3530,93,4.23
0,0307588386,1819,2389,599,2303570,3459549,132562,4.07
0,1439157030,299,458,89,294815,508968,27456,4.32
0,145557449X,26,38,13,4079,8807,536,4.34
0,1612130615,1385,1807,249,706151,1013075,26398,3.85
0,0062351516,6918,16020,766,12591,26147,1095,3.71
0,0307387682,32,52,8,26460,42181,1066,3.87
0,0553391895,17,29,5,21472,47487,1393,3.87
0,080417962X,8,25,4,7688,13863,692,3.98
0,1420133152,0,1,0,2792,5295,279,3.75
0,1460380401,4,13,0,7260,14492,552,4.06
0,0759524920,24,67,1,36624,64164,1011,4.08
0,1455588814,15,23,5,16118,43604,1870,4.23
0,0316211141,1,15,0,12269,24869,929,3.76
0,146038041X,9,18,3,9870,24067,1047,3.9
0,1451650108,54,75,14,14392,26056,1459,4.36
0,0062343289,24,42,6,5785,12835,435,4.25
0,0062330268,40891,155038,4216,51663,182168,5638,3.92
0,0316225924,43,83,10,46354,73475,3361,4.09
0,067964511X,182,258,60,147355,245683,17610,3.91
0,0062132458,411,1209,46,16925,31710,1974,3.7
0,0345539958,49,89,18,23354,45960,3197,3.95
0,0062250744,6,9,0,17255,31721,956,4.37
0,0307341550,10622,17309,1293,666473,1197666,44230,3.97
0,0525953094,22797,46563,3239,79647,146621,6359,4.12
0,1476763127,12363,24602,1217,17237,35559,1548,3.85
0,1501103695,18,32,6,2261,4430,160,3.9
0,1455525901,33,53,9,19612,31610,1533,4.09
0,0698144546,61,103,11,29867,51133,2003,4.12
0,0316211028,19,40,6,16129,31790,1117,3.94
0,0062289241,32066,57155,3015,40181,70441,4003,4.35
0,0440335183,1,7,0,283442,466285,14869,4.32
0,0062312472,38,93,11,10980,27058,1017,3.56
0,0374187614,19617,45121,3018,26720,71152,3833,3.92
0,0062294814,89,131,23,28220,60398,2099,4.17
0,1101617276,64,107,18,19163,35209,1413,4.3
0,0345543246,949,1832,117,103125,159311,9858,4.01
0,080417671X,35,81,9,5729,15462,401,4.09
0,1101609508,80,109,24,17593,32435,1362,4.38
0,1455529516,51,66,16,6460,12250,700,4.19
0,0062106112,10766,19913,1335,14349,27188,1838,3.74
0,0804178836,72,193,13,13588,26400,608,3.74
0,1101874082,34045,74082,3195,46038,96458,4357,3.06
0,0062194925,9495,18039,770,14319,27508,1123,4.06
0,0553392433,110,217,30,41582,87768,2795,4.38
0,0345530969,9,29,1,6737,12756,464,3.88
0,039917334X,4769,9042,319,7886,13760,404,4.15
0,0743290062,33,56,7,19661,37208,1319,3.99
0,1451617801,54,90,17,42817,85221,3780,3.63
0,044024644X,134,218,35,92809,221131,6919,4.53
0,0316206865,610,999,165,475702,879450,33095,3.87
0,0345541839,8,30,0,5771,11437,525,3.97
0,034554689X,46975,88327,4706,58366,108200,5908,3.16
0,0062134698,134,293,14,6741,11498,645,4.18
0,1476714312,68,230,9,4194,9150,373,4.04
0,1101618043,60,92,14,63074,119010,6259,3.16
0,0062132520,13366,25392,1597,16935,33879,1775,3.56
0,0062311107,36,67,11,33272,68982,3965,4.15
0,1460332962,11,17,2,2248,6098,235,3.75
0,1466845260,87,144,23,26376,44818,2294,4.37
0,1455517119,13,42,1,12228,25682,1107,3.96
0,1101598794,82,130,27,29964,62867,3906,3.71
0,1476749108,39,100,9,17328,34544,1665,3.78
0,0991379640,4,9,0,19753,31728,1206,4.35
0,0062124285,127,182,50,81652,149266,9924,3.79
0,1480441929,2,6,1,1746,4514,215,3.77
0,0743298543,866,1124,60,81849,137828,4283,3.87
0,0802192505,1,9,0,5984,10869,770,3.77
0,0062279408,53,147,8,2217,4306,176,4.02
0,1466841680,1,6,1,5337,9504,839,3.83
0,1460328639,7,13,0,4569,10493,425,4.11
0,1455557285,5058,12746,377,10700,21573,545,4.05
0,0698140737,9,23,2,4687,9525,341,3.97
0,0812995759,36,110,7,48003,93382,4843,3.65
0,0062267914,6927,13708,696,8707,17315,860,4.08
0,1460327047,5,12,0,5647,14283,516,3.92
0,0547543867,57,181,34,26178,81099,4161,3.5
0,142996393X,796,1144,138,1118512,1659532,43136,4.3
0,0316207020,19,51,4,16440,33956,2049,3.78
0,1250019818,259,634,52,32089,76978,4621,3.87
0,0316069507,45,78,6,43124,71409,3523,4.13
0,0062294377,48094,104884,4729,54883,117481,5353,3.75
0,0345542908,147,259,30,55789,91264,5377,3.81
0,0345539656,49,147,14,21898,43095,2466,3.72
0,0062294768,42,98,13,135025,260312,8358,4.17
0,147672766X,267,451,70,191420,402938,19196,4.12
0,0062200593,255,422,68,99807,215362,11652,4.07
0,0553582011,5593,9926,433,549838,909041,22249,4.33
0,0345530578,1025,2022,170,87453,135517,7790,3.83
0,0345535537,275,631,16,51978,100281,1612,4.58
0,1439153183,34,71,9,4363,7367,588,3.73
0,1400065941,30437,53501,4881,44504,77148,6340,4.0
0,0345539680,1,9,0,6920,13544,613,4.01
0,0385350872,51,84,16,46403,81150,5913,3.35
0,1101636459,58,100,15,28213,50532,3164,3.92
0,0988210886,0,2,0,3732,5823,172,4.51
0,1451684789,40,374,6,2527,6442,398,3.33
0,0385350406,68,116,26,83774,174976,8226,3.85
0,1455576425,5778,11595,860,7906,15622,988,3.37
0,1460319559,10,25,1,6836,13225,656,4.22
0,1476727244,41,62,15,10880,24430,1064,4.06
0,145554647X,14,33,3,18089,34722,1439,4.17
0,1455582727,48,105,16,12003,29026,1302,3.99
0,0062073206,56,82,16,27124,45406,2272,4.13
0,0316211192,30,101,6,18775,34833,1362,3.93
0,1476717117,16,42,5,14226,25756,832,4.14
0,0062121774,16,33,6,5699,9661,516,3.88
0,0316228583,2035,4917,412,300843,665417,31336,3.3
0,1455546445,28,70,3,17814,31560,943,4.0
0,1939392748,36057,69550,2639,41017,78131,3366,3.75
0,1451628706,17,41,4,3859,7168,361,3.93
0,0316227188,15,47,0,31895,62811,2752,3.79
0,0759514712,211,328,38,191606,264192,5692,4.17
0,1439146950,52,81,22,31812,68331,3812,2.93
0,1451635834,137,338,27,1089,2492,121,3.82
0,1455517070,44,118,6,12098,25190,1068,3.88
0,0778314464,3041,6218,244,3818,7989,278,4.02
0,0345507843,49,80,12,13684,27341,2330,3.54
0,1455546313,10,25,1,8912,16205,414,3.82
0,0446574244,684,1082,129,332697,540391,13808,4.21
0,1451668961,12,25,0,11392,21072,1249,3.73
0,0316097527,17794,39908,1306,25013,52485,1600,4.07
0,0316230804,209,359,73,196158,442108,24121,3.76
0,1439149704,81,144,19,170206,333847,16741,4.28
0,0812984617,60,108,16,55953,100868,6157,3.58
0,0345532619,84,139,27,11865,26375,1118,4.24
0,0062235184,171,340,12,160216,251796,3879,4.13
0,0307717119,81,151,25,10014,18620,1543,3.78
0,0812993802,52566,114835,6272,60060,129449,7143,3.97
0,1938404505,11473,21108,734,14967,30304,964,4.09
0,1439192332,684,1219,201,98964,201832,10636,3.92
0,1439165343,0,11,0,4901,14972,500,4.07
0,1441238220,28,48,9,3108,7219,410,3.66
0,1476717001,24,78,10,6991,11924,986,3.83
0,0062235753,66,112,16,15228,30425,1649,4.0
0,1455515531,19,52,4,16287,31898,1018,3.79
0,0345527755,113,183,20,61887,100925,5336,3.93
0,1439168032,475,759,99,255309,475591,14789,3.91
0,1565125851,1748,2269,310,1368784,1982445,58720,4.09
0,145551604X,8099,18887,1090,10063,22778,1239,3.95
